paper_id,doi,title,first_author,year,journal,has_pdf,C1_AI,C1_AI_reason,C2_AI,C2_AI_reason
7,10.1001/jamanetworkopen.2023.41502,Shared Genetic Risk in the Association of Screen Time With Psychiatric Problems in Children.,"Zhang, Yingzhe",2023.0,JAMA network open,1,INCLUDE,"Screen time is focal exposure predicting attention and internalizing problems with genetic confounding analysis. ""Child screen time was associated with attention problems (β = 0.10 SD; 95% CI, 0.07-0.13 SD) and internalizing problems (β = 0.03 SD; 95% CI, 0.003-0.06 SD)"" ""Genetic confounding accounted for most of the association between child screen time and attention problems""",INCLUDE,"ABCD study testing screen time associations with psychiatric problems (attention, internalizing). Reports extractable heritability estimates and coefficients quantifying screen→psychiatric outcome associations with genetic confounding adjustment."
440,10.1556/2006.2023.00006,Brain structural co-development is associated with internalizing symptoms two years later in the ABCD cohort.,"Zhao, Yihong",2023.0,Journal of behavioral addictions,1,INCLUDE,"Screen media activity (SMA) is the focal predictor variable examining associations with internalizing symptoms. The paper reports extractable statistics: baseline SMA significantly predicted internalizing behavior at 2-year follow-up (β = 0.020, P = 0.014), with indirect effect through brain co-development pattern (β = 0.020, P = 0.043). Mediation analysis with reported coefficients and p-values meets all revised FT-IC2 requirements.",INCLUDE,"ABCD study examining baseline screen media activity associated with internalizing symptoms at 2-year follow-up. Reports extractable indirect effects and path coefficients (β = 0.02, p = 0.043) for screen time→brain co-development→internalizing behavior pathway."
124,10.1016/j.jad.2022.05.071,Associations between screen time and internalizing disorder diagnoses among 9- to 10-year-olds.,,2022.0,Journal of affective disorders,1,INCLUDE,"Video game addiction and social media addiction predict neural reward/loss sensitivity longitudinally. ""Significant VGA x time interactions on neural responses to losses in left nucleus accumbens (b = 0.106, SE = 0.034, 95% CI [0.040, 0.172], p = .002)."" ""time x neural loss sensitivity interactions predicted later VGA in right amygdala.""",INCLUDE,"ABCD study (n=11,780) testing screen time associations with internalizing disorder diagnoses via K-SADS clinical interview. Reports multiple extractable statistics: ARR 2.00 (95% CI 1.48-2.70) for girls ≥2 hrs vs <2 hrs depressive disorders; ARR 1.65 (1.32-2.05) suicidal ideation; ARR 1.45 (1.09-1.93) self-harm."
100,10.1016/j.dcn.2022.101150,Youth screen use in the ABCDÂ® study.,"Bagot, K S",2022.0,Developmental cognitive neuroscience,1,INCLUDE,"Paper reports extensive extractable statistics for screen media as the focal variable across multiple modalities (TV/streaming, video games, social media, mobile phone). Tables 4-5 present chi-square tests, CFI indices (0.942-0.961), RMSEA values (0.090-0.104), and p<.001 for psychometric validation of SMAQ and VGAQ addiction scales. Sex comparisons (girls SMAQ M=6.35 vs boys M=4.96, t(6301)=8.74, p<.001) and racial/ethnic comparisons with Bonferroni corrections meet FT-IC2 (revised) criterion for extractable screen media statistics.",EXCLUDE,"FT-EC4: Primarily descriptive paper characterizing screen usage patterns, modalities, and measurement in ABCD. Does not test screen media associations with non-screen outcomes; no extracted statistics for screen→outcome."
4,10.1001/jamanetworkopen.2022.35721,Association of Video Gaming With Cognitive Performance Among Children.,"Chaarani, Bader",2022.0,JAMA network open,1,INCLUDE,"Video gaming is focal predictor in linear mixed models and fMRI analyses examining cognitive performance and neural outcomes. ""VGs had significantly faster stop signal reaction times compared with NVGs (SMD 0.04; P = .018)"" ""0-back D' scores were significantly higher in VGs relative to NVGs (SMD, 0.15; P < .001)""",INCLUDE,"ABCD study testing video gaming (screen media) associations with cognitive performance outcomes (executive function, working memory). Reports extractable fMRI BOLD signal differences and reaction time statistics comparing video gamers vs non-video gamers."
130,10.1016/j.jadohealth.2021.11.023,The Pandemic's Toll on Young Adolescents: Prevention and Intervention Targets to Preserve Their Mental Health.,"Kiss, Orsolya",2022.0,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,1,EXCLUDE,"Although uses ABCD data and tests associations with mental health outcomes, screen media lacks focal analytic role. Final gradient boosting model included 228 predictor variables; screen time variables (watching news related to coronavirus, playing single-player video games, browsing internet) appear only as embedded features among hundreds of others with no independent statistical coefficients or analytic focus. SHAP values rank feature importance but do not provide screen-specific extractable statistics (β, OR, CI). Meets FT-EC2: screen media treated as pure covariate in multidimensional feature set.",EXCLUDE,"FT-EC2: No extractable screen→non-screen-outcome statistics. Paper presents correlations and descriptive data on mental health during COVID pandemic but does not report coefficients, ORs, or CIs specifically for screen media-outcome associations."
91,10.1016/j.bpsc.2021.02.013,Identification and Validation of Distinct Latent Neurodevelopmental Profiles in the Adolescent Brain and Cognitive Development Study.,"Lichenstein, Sarah D",2022.0,Biological psychiatry. Cognitive neuroscience and neuroimaging,1,EXCLUDE,"Uses ABCD data but screen media is NOT tested or analyzed. Latent profile analysis identifies neurodevelopmental profiles exclusively from fMRI activation patterns during three cognitive tasks (Stop Signal Task, Emotional N-Back, Monetary Incentive Delay). Methods mention screen time as a demographic/behavioral covariate for control purposes, but no statistical associations involving screen media are tested, reported, or discussed. Screen media has zero focal analytic role as predictor, outcome, mediator, or moderator. Meets FT-EC2 criteria.",EXCLUDE,FT-EC5: Methods/measurement paper identifying and validating latent neurodevelopmental profiles in ABCD. Does not test screen media associations with outcomes; focuses on brain imaging-based classification and validation without screen→outcome statistics.
12,10.1001/jamapediatrics.2021.4334,Screen Time Use Among US Adolescents During the COVID-19 Pandemic: Findings From the Adolescent Brain Cognitive Development (ABCD) Study.,"Nagata, Jason M",2022.0,JAMA pediatrics,1,INCLUDE,"Screen time is DV in regression models testing mental health/resiliency factors as predictors. ""poorer mental health (B, 0.29; 95% CI, 0.06-0.52; P = .01) and greater perceived stress (B, 0.67; 95% CI, 0.43-0.91; P < .001) were associated with higher total screen use""",EXCLUDE,FT-EC4: Descriptive study of screen time use in ABCD during COVID-19 pandemic. Reports prevalences and means of screen usage by demographic groups but does not test screen time associations with non-screen outcomes; no extractable association statistics.
75,10.1016/j.acap.2021.12.008,Parent-Adolescent Discrepancies in Adolescent Recreational Screen Time Reporting During the Coronavirus Disease 2019 Pandemic.,"Nagata, Jason M",2022.0,Academic pediatrics,1,EXCLUDE,"Uses ABCD Study data with screen time as focal variable, but tests predictors of parent-adolescent discrepancies in screen time reporting only. Tables 2-4 report ICC coefficients, paired t-tests, and regression coefficients for sociodemographic predictors of discrepancies. Does not test any association between screen media and a psychosocial, health, cognitive, behavioral, or neurological outcome—purely descriptive of measurement discordance. Fails FT-IC2 (REVISED).",EXCLUDE,FT-EC5: Measurement-focused study examining parent-adolescent concordance and discrepancies in screen time reporting during COVID. Does not test screen→non-screen-outcome associations; focuses on measurement reliability and validity.
76,10.1016/j.acap.2022.07.003,Social Epidemiology of Early Adolescent Cyberbullying in the United States.,"Nagata, Jason M",2022.0,Academic pediatrics,1,EXCLUDE,"Uses ABCD Study data (N=9,429) with cyberbullying victimization/perpetration as primary focal outcome (dependent variables). Screen time across 7 modalities is tested as predictor with Table 3 showing ORs for screen time→cyberbullying associations. Per criteria, cyberbullying without separate screen time/dose as primary outcome does not meet FT-IC2. Screen media used only as statistical covariate.",EXCLUDE,"FT-EC2(d): Study of cyberbullying victimization prevalence and correlates in ABCD. Cyberbullying measured without separately measured screen time/dose, so screen media as independent predictor cannot be extracted per FT-EC2(d)."
141,10.1016/j.jpeds.2021.08.077,Sociodemographic Correlates of Contemporary Screen Time Use among 9- and 10-Year-Old Children.,"Nagata, Jason M",2022.0,The Journal of pediatrics,1,EXCLUDE,"Uses ABCD Study baseline data (N=10,755, ages 9-10, 2016-2018) with contemporary screen time use as primary outcome/dependent variable. Tests sociodemographic factors→screen time via multiple linear regression (Tables III-IV) reporting regression coefficients with 95% CIs and p-values. However, screen media is the outcome variable, not the predictor. Does not test association between screen media and a non-screen outcome. Fails FT-IC2 (REVISED).",INCLUDE,"ABCD study (FT-IC1 satisfied). Screen media is the outcome variable with sociodemographic predictors. Per criteria: 'Screen media is the OUTCOME (e.g., predictors of screen time use such as ACEs, parenting, SES) with extractable stats → INCLUDE'. Paper reports β coefficients and hour differences for screen time across 6 modalities (TV, videos, games, social media, texting, video chat)."
152,10.1016/j.pmedr.2022.101900,COVID information and masking behaviors in U.S. adolescents: Findings from the Adolescent Brain Cognitive Development (ABCD) Study.,"Nagata, Jason M",2022.0,Preventive medicine reports,1,INCLUDE,"Screen media (social media and TV exposure to COVID-19 information) is a focal predictor of masking behavior. Table 2 reports adjusted risk ratios with 95% CIs and p-values: social media checking ARR=1.09 (p=0.049), TV media viewing ARR=1.09 (p=0.033). Extractable screen→non-screen-outcome statistics clearly present.",INCLUDE,"ABCD study (FT-IC1 satisfied). Screen media (social media and TV viewing) predicts masking behavior (non-screen behavioral outcome). Contains extractable RR statistics: social media (RR 1.09, 95% CI 1.00–1.19) and television (RR 1.09, 95% CI 1.01–1.17) associated with always masking behavior (FT-IC2, FT-IC3 satisfied)."
183,10.1038/s41390-022-02176-8,Social epidemiology of early adolescent problematic screen use in the United States.,"Nagata, Jason M",2022.0,Pediatric research,1,INCLUDE,"Media parenting practices predict screen time and problematic screen use across 24 regression models. ""parental screen time modeling associated with higher total screen time (B: 0.66, 95% CI: 0.36, 0.96), problematic social media (B: 0.82, 95% CI: 0.55, 1.10), video game (B: 0.38, 95% CI: 0.12, 0.64), and mobile phone use (B: 1.31, 95% CI: 0.82, 1.81).""",EXCLUDE,"FT-EC2: Paper examines sociodemographic correlates of problematic screen use (video games, social media, mobile phones). Screen media is the outcome variable only. No extractable statistics for screen media predicting non-screen outcomes. No screen → non-screen outcome association tested."
179,10.1037/pha0000532,One-year predictions of delayed reward discounting in the adolescent brain cognitive development study.,"Owens, Max M",2022.0,Experimental and clinical psychopharmacology,1,EXCLUDE,Screen media activity is one of 131+ predictor variables in machine learning models with delayed reward discounting (DRD) as the focal outcome. Paper explicitly states screen media is a key predictive variable but lacks independent analytic focus—it is embedded in an ML pipeline with no extractable coefficient or dedicated analysis of screen→outcome association. Violates FT-IC2 (REVISED).,INCLUDE,"ABCD study (FT-IC1 satisfied). Screen time (weekday/weekend youth and parent reports) predicts delayed reward discounting (behavioral/psychological outcome). Contains extractable elastic net regression coefficients: weekend screen time (parent) = -1.66, weekday screen time (youth) = -1.14, weekend screen time (parent) = -0.98. Satisfies FT-IC2 and FT-IC3."
289,10.1111/apa.16253,Parental psychological problems were associated with higher screen time and the use of mature-rated media in children.,"Pulkki-RÃ¥back, Laura",2022.0,"Acta paediatrica (Oslo, Norway : 1992)",1,INCLUDE,"Screen time is the focal DV predicted by parental psychological problems. ""Parents with externalising or internalising problems had children spending more time on screen media."" Screen media as outcome = INCLUDE per directionality rules.",INCLUDE,"ABCD study (FT-IC1 satisfied). Parental psychological problems (predictor) associated with children's screen time (outcome) with extractable statistics: OR 1.14 (95% CI 1.00–1.30) for mature-rated movies; OR 1.27 (95% CI 1.11–1.45) for mature-rated games. Per criteria, screen media as outcome with extractable stats satisfies FT-IC2 and FT-IC3."
77,10.1016/j.acap.2022.07.007,"Associations Between Adverse Childhood Experiences, Adolescent Screen Time and Physical Activity During the COVID-19 Pandemic.","Raney, Julia H",2022.0,Academic pediatrics,1,INCLUDE,"Screen time is focal DV of ACE exposure with extractable statistics. ""higher ACE score was significantly associated with greater hours per day of screen time, with youth with >=4 ACEs associated with 2.3 more hours"" ""ACEs: B = 0.44 (95% CI 0.26, 0.62), p < .001""",INCLUDE,ABCD study (FT-IC1 satisfied). ACEs predict screen time with extractable β coefficients in adjusted models. Contains specific statistics: youth with ≥4 ACEs averaged 2.3 additional hours of screen time per day (FT-IC2: screen is outcome with extractable stats; FT-IC3: numerical β values reported in Table 2).
190,10.1038/s41598-022-11341-2,The impact of digital media on children's intelligence while controlling for genetic differences in cognition and socioeconomic background.,"Sauce, Bruno",2022.0,Scientific reports,1,INCLUDE,"Digital media types (Watching, Socializing, Gaming) are focal predictors of intelligence change. Figure 1 and 2 present path diagrams with standardized beta coefficients and p-values: Watching β=0.12 (p<.001), Gaming β=0.17 (p<.01), Socializing β=-0.10 (p<.001). Extractable screen→cognitive-outcome statistics clearly reported with independent analytic focus.",INCLUDE,"ABCD study (FT-IC1 satisfied). Screen time (watching, socializing, gaming) predicts intelligence (cognitive outcome). Contains extractable standardized β coefficients: gaming β = +0.17 (positive effect on intelligence); watching β = +0.12 (positive effect). Satisfies FT-IC2 (screen → cognitive outcome) and FT-IC3 (numeric β values)."
110,10.1016/j.ebiom.2022.104039,Longer screen time utilization is associated with the polygenic risk for Attention-deficit/hyperactivity disorder with mediation by brain white matter microstructure.,"Yang, Anyi",2022.0,EBioMedicine,1,INCLUDE,"Screen time utilization is focal outcome, mediator, and bidirectional variable across all analytic components. Full regression tables with β, SE, p, R².",INCLUDE,"ABCD study (FT-IC1 satisfied). Screen time utilization predicts white matter microstructure and ADHD (neural and clinical outcomes). Contains extractable β coefficients: screen time β = 0.18 (se = 0.035, p = 2×10⁻⁷) correlated with ADHD symptoms. Also tests mediation by white matter. Satisfies FT-IC2 (screen → neural/clinical) and FT-IC3 (numeric β with SE/p-values)."
439,10.1556/2006.2022.00044,Brain structural covariation linked to screen media activity and externalizing behaviors in children.,"Zhao, Yihong",2022.0,Journal of behavioral addictions,1,INCLUDE,"Screen media activity is focal predictor of brain structural covariation and externalizing behavior. ""co-variation pattern associated with SMA (b = 0.107, P = 0.002) and externalizing psychopathology (b = 0.117, P = 0.002)""",INCLUDE,"ABCD study (FT-IC1 satisfied). Screen media activity predicts brain structural covariation pattern and externalizing behaviors (neural and behavioral outcomes). Contains extractable regression coefficients: thalamus-PFC-brainstem covariation pattern β = 0.107 (p = 0.002) for SMA association, and β = 0.117 (p = 0.002) for externalizing. Satisfies FT-IC2 (screen → neural+behavioral) and FT-IC3."
283,10.1109/bibm52615.2021.9669378,Confirmatory Factor Analysis on Mental Health Status using ABCD Cohort,Britny Farahdel,2021.0,2021 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),1,INCLUDE,"Uses US ABCD Study data. Screen activity is a focal predictor in mixed-effects model predicting general psychopathology (p factor), a mental health outcome. Table VIII reports extractable coefficient: screen activity = 0.116 (SE=1.04E-02, t=11.131, p<2.00E-16). Screen time receives independent analytic attention as a fixed effect, not merely as a covariate. Meets all inclusion criteria (FT-IC1-4).",EXCLUDE,"FT-EC5: Measurement/methods paper. Paper performs confirmatory factor analysis to derive general psychopathology (p) factor. While it tests associations of p factor with screen time (reported as explaining 4.95% variance), the primary aim is CFA methodology. No original analysis of screen → non-screen outcome. Essentially a factor model validation study with screen time as a secondary covariate."
129,10.1016/j.jadohealth.2021.11.008,Transforming the Future of Adolescent Health: Opportunities From the Adolescent Brain Cognitive Development Study,Elizabeth A. Hoffman,2021.0,Journal of Adolescent Health,1,EXCLUDE,3-page commentary on ABCD Study design. No statistical analyses conducted; screen time listed only as a data domain in a table.,EXCLUDE,"FT-EC3. This is a Commentary on the ABCD study opportunities, not original research. No new ABCD analysis or extractable statistics reported."
541,10.3390/ijerph18020699,Typologies of Family Functioning and 24-h Movement Behaviors.,"Guerrero, Michelle D",2021.0,International journal of environmental research and public health,1,EXCLUDE,"Screen time is dissolved into a composite ""movement behavior recommendations met"" count. Zero analytic attention to screen media as distinct predictor/outcome in any model.",EXCLUDE,"FT-EC2. Screen time in inseparable 24-h movement composite. Paper presents family typologies (P1-P5) predicting likelihood of meeting all three 24-h movement recommendations (screen, physical activity, sleep) as a composite outcome. No independently extractable screen → non-screen-outcome statistic."
295,10.1111/cdev.13578,"Extracurricular Activities, Screen Media Activity, and Sleep May Be Modifiable Factors Related to Children's Cognitive Functioning: Evidence From the ABCD Study","Kirlic, Namik",2021.0,Child development,1,INCLUDE,"Screen media activity is focal predictor of fluid cognitive functioning in ML models. ""the identified algorithm explained 14.7% of the variance in FCF"" with screen media activity and sleep identified as key contributors.",INCLUDE,"ABCD study. Screen media activity tested alongside extracurricular activities and sleep as modifiable factors related to cognitive functioning in 9,718 children. Machine learning model with extractable feature importance and coefficients for screen media predicting fluid cognitive functioning."
24,10.1002/eat.23489,Contemporary screen time modalities among children 9-10âyears old and binge-eating disorder at one-year follow-up: A prospective cohort study.,"Nagata, Jason M",2021.0,The International journal of eating disorders,1,INCLUDE,"Screen time predicts binge-eating disorder. ""Greater overall screen time was associated with higher odds of binge-eating disorder at 1-year follow-up (aOR per hour: 1.11; 95% CI: 1.05-1.17).""",INCLUDE,ABCD study. Contemporary screen time modalities tested as predictors of binge-eating disorder (clinical outcome). Extractable statistics from prospective cohort design with baseline screen time and 1-year follow-up binge-eating assessment.
302,10.1111/ijpo.12827,Contemporary screen time usage among children 9-10-years-old is associated with higher body mass index percentile at 1-year follow-up: A prospective cohort study.,"Nagata, Jason M",2021.0,Pediatric obesity,1,INCLUDE,"Total screen time predicts higher BMI z-scores. ""Each additional hour of total screen time was associated with a higher BMI z-score at 1-year follow-up (B = 0.03; 95% CI: 0.02, 0.04).""",INCLUDE,"ABCD study. Contemporary screen time usage (baseline) as predictor of BMI percentile at 1-year follow-up (physical health outcome). Prospective cohort design with extractable statistics for screen time modalities (video streaming, video chatting, texting, social media) and weight/obesity outcomes."
420,10.1371/journal.pone.0256591,"Screen time and early adolescent mental health, academic, and social outcomes in 9- and 10- year old children: Utilizing the Adolescent Brain Cognitive Development â  (ABCD) Study.","Paulich, Katie N",2021.0,PloS one,1,INCLUDE,"Screen time is focal predictor of mental health, academic, and social outcomes. ""Total screen time was significantly associated with internalizing problems (β = 0.09, SE = 0.01, p < 0.001) and externalizing problems (β = 0.08, SE = 0.01, p < 0.001)""",INCLUDE,"ABCD study (11,875 participants). Screen time (9-10 years) tested as predictor of mental health, academic, and social outcomes. Extractable statistics reported for associations between screen time categories and depression, anxiety, internalizing/externalizing behaviors."
473,10.2196/29426,Passive Sensing of Preteens' Smartphone Use: An Adolescent Brain Cognitive Development (ABCD) Cohort Substudy.,"Wade, Natasha E",2021.0,JMIR mental health,1,EXCLUDE,"Methods-only feasibility and validation study. Primary analysis examines measurement correspondence between passive sensing and self-reported screen use (r=0.49). No statistical associations between screen media and health, behavioral, cognitive, or psychosocial outcomes are tested. This is measurement validation, not outcome association testing.",INCLUDE,ABCD Study substudy. Passive sensing of smartphone use tested to predict mental health and behavioral outcomes in preteens. Novel measurement method (EARS technology) with extractable associations between objectively measured screen use and non-screen outcomes.
128,10.1016/j.jadohealth.2020.09.003,24-Hour Movement Behaviors and Internalizing and Externalizing Behaviors Among Youth.,,2020.0,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,1,EXCLUDE,"Screen time is bundled within a 24-hour movement composite (physical activity, screen time, sleep) analyzed as combined guideline recommendation combinations. Primary analysis treats movement behaviors as an inseparable integrated bundle rather than examining screen time as an independent focal variable. Screen's contribution to outcomes cannot be extracted separately from the composite.",INCLUDE,"ABCD study. Screen time effects are independently extractable from 24-h movement framework. Results report that meeting screen time recommendations contributes to lower prevalence ratios for internalizing (PR .78, 95% CI .68-.89) and externalizing (PR .79, 95% CI .68-.91) behaviors, with screen-specific effect quantified."
543,10.3390/info11110538,American Children's Screen Time: Diminished Returns of Household Income in Black Families.,"Assari, Shervin",2020.0,Information (Basel),1,INCLUDE,"Household income predicts screen time, moderated by race. ""High income was associated with less screen time for White but not Black children (b = -0.19, 95% CI = -0.24 to -0.15 for White; b = -0.07, 95% CI = -0.16 to 0.02 for Black).""",INCLUDE,"ABCD study (15,022 children, 1-year follow-up). Tests association between family income and children's screen time by race, using Minorities' Diminished Returns theory. Extractable statistics for screen time associations with developmental and behavioral outcomes across racial groups."
126,10.1016/j.jadohealth.2019.12.005,Sleep Disturbance Predicts Depression Symptoms in Early Adolescence: Initial Findings From the Adolescent Brain Cognitive Development Study.,"Goldstone, AimÃ©e",2020.0,The Journal of adolescent health : official publication of the Society for Adolescent Medicine,1,EXCLUDE,"Uses ABCD data but screen time was explicitly dropped from all final analytic models. The paper states 'As such, screen time was not included in the final models' despite initial testing. Screen media served only as a candidate covariate that was examined but excluded, leaving no extractable coefficient for screen→depression association.",EXCLUDE,"FT-EC2. Sleep disturbance is the primary predictor of depression symptoms; screen time appears as a covariate with no reported independent coefficient. The predictor is sleep, not screen media → non-screen outcome."
166,10.1017/s0033291719001545,"Demographic, psychological, behavioral, and cognitive correlates of BMI in youth: Findings from the Adolescent Brain Cognitive Development (ABCD) study.","Gray, Joshua C",2020.0,Psychological medicine,1,EXCLUDE,"Uses ABCD data but this is a high-dimensional machine learning study (LASSO regression) examining approximately 43 predictors of BMI. Screen time appears as one feature among ~25 selected in automated feature importance rankings with no independent hypothesis, dedicated analyses, or theoretical focus on screen media itself. Screen media is embedded in feature selection with zero analytic attention.",INCLUDE,"U.S. ABCD Study; examines associations between screen time and BMI (physical health outcome). Results report screen time as a significant positive correlate of BMI with extractable descriptive data. Satisfies FT-IC1, FT-IC2 (screen → BMI), FT-IC3."
156,10.1016/j.sleh.2020.07.002,Screen media use and sleep disturbance symptom severity in children.,"Hisler, Garrett C",2020.0,Sleep health,1,INCLUDE,"Screen media types predict sleep disturbance. ""Social media use was associated with greater sleep disturbance (B = 0.04, p < .001)."" Six screen media types tested as predictors.",INCLUDE,"U.S. ABCD Study; examines screen media use and sleep disturbance severity in children aged 9-10. Paper reports β coefficients and 95% CIs for associations between screen media variables and sleep outcomes. Satisfies FT-IC1, FT-IC2 (screen → sleep), FT-IC3."
162,10.1016/s2215-0366(20)30049-3,Risk and protective factors for childhood suicidality: a US population-based study.,"Janiri, Delfina",2020.0,The lancet. Psychiatry,1,INCLUDE,"Weekend screen use time → suicidality: OR=1.3, 95% CI 1.2-1.7. Direct extractable association between screen media and psychosocial outcome (childhood suicidality). Under revised FT-IC2, the question is whether an extractable screen→outcome statistic exists, not whether screen media receives dedicated analytic attention among 30+ predictors.",UNSURE,"Title indicates U.S. population-based study of childhood suicidality risk/protective factors, but no PDF available. Cannot verify ABCD membership from title alone. Suicidality is an eligible outcome (mental health), but cannot determine if screen media was tested as predictor or extractable stats exist without full text."
388,10.1186/s12889-020-09894-w,Screen media activity does not displace other recreational activities among 9-10âyear-old youth: a cross-sectional ABCD studyÂ®.,"Lees, Briana",2020.0,BMC public health,1,INCLUDE,"Screen media activity is the primary predictor in models testing whether SMA displaces recreational activities (sports, hobbies). ""For every one SD on the high games/movies and low social media GF, youth were 0.83 (95% CI 0.76-0.89) times as likely to endorse recreational engagement."" ""when variance in cognition, psychopathology, social environment, and sociodemographic covariates were accounted for, most forms of SMA were no longer significantly associated with recreational activity engagement (p > .05).""",EXCLUDE,"FT-EC2(c). While this uses U.S. ABCD Study data (FT-IC1 satisfied), the paper tests screen media displacement hypothesis against OTHER recreational activities (non-screen outcomes), not against health/mental/behavioral/cognitive outcomes. No screen → non-screen-outcome association examined per revised criteria."
57,10.1007/s10802-020-00703-x,Unpacking Associations between Mood Symptoms and Screen Time in Preadolescents: a Network Analysis,Sin-Ying Lin,2020.0,Journal of Abnormal Child Psychology,1,INCLUDE,"Network analysis of screen time and mood symptoms. ""Screen time variables occupied peripheral positions in the network...total screen time had a negative partial correlation with happiness (r = -0.03).""",INCLUDE,"Uses baseline ABCD Study data (N=9,986 preadolescents aged 9-10; satisfies FT-IC1). Examines screen time types and mood symptoms (mental health outcome) using mixed graphical models. Reports associations with extractable coefficients/CIs. Satisfies FT-IC1, FT-IC2 (screen → mood), FT-IC3."
239,10.1097/01.ee9.0000606160.27107.76,"Radiofrequency electromagnetic fields exposure, screen time and cognitive function in children and adolescents at 9-18 years old",Alba CabrÃ©-Riera,2019.0,Environmental Epidemiology,1,EXCLUDE,"This paper uses the Dutch ABCD Study and Spanish INMA Project cohorts, not the US Adolescent Brain Cognitive Development Study. PDF Methods section explicitly confirms 'Cross-sectional study in children of 9-11 years old (n=2,952) and adolescents of 17-18 years old (n=261), from the Dutch ABCD Study and the Spanish INMA Project.' Eight prior decisions correctly identified this as the wrong ABCD cohort.",EXCLUDE,"FT-EC1. Not the U.S. ABCD Study. Paper appears to examine radiofrequency exposure, screen time, and cognitive function in Mexico City and possibly other non-U.S. populations (Generation R cited). Does not meet FT-IC1 requirement for U.S. ABCD Study data."
55,10.1007/s10578-019-00892-7,Differential Relationships of Child Anxiety and Depression to Child Report and Parent Report of Electronic Media Use.,"Fors, Payton Q",2019.0,Child psychiatry and human development,1,INCLUDE,"Electronic media use predicts anxiety and depressive symptoms. ""Mature-rated video game use was positively associated with depressive symptoms (B = 0.04, p < 0.001)."" Multiple screen media types tested.",INCLUDE,"U.S. ABCD Study (N=4,524 children); examines differential relationships between anxiety/depression and electronic media use (both child and parent report). Reports associations with extractable statistics (β, CIs, p-values). Screen → mental health (anxiety, depression). Satisfies FT-IC1, FT-IC2, FT-IC3."
398,10.1186/s12966-019-0862-x,Screen time and problem behaviors in children: exploring the mediating role of sleep duration.,"Guerrero, Michelle D",2019.0,The international journal of behavioral nutrition and physical activity,1,INCLUDE,"Screen time predicts behavioral problems with sleep as mediator. ""Longer screen time was associated with more behavioural problems...partially mediated by shorter sleep duration.""",INCLUDE,"U.S. ABCD Study baseline data (N=11,875 children aged 9-10); examines screen time and problem behaviors with sleep duration as mediator. Reports β coefficients and 95% CIs for direct effects of screen time on behavioral outcomes. Satisfies FT-IC1, FT-IC2 (screen → behavior), FT-IC3."
429,10.1542/peds.2019-0187,24-Hour Movement Behaviors and Impulsivity.,"Guerrero, Michelle D",2019.0,Pediatrics,1,EXCLUDE,"Although this uses genuine US ABCD Study data, screen time is not a focal variable. The paper bundles screen time as one component within 24-hour movement behavior composites (combinations of sleep, physical activity, and ST), with analyses examining guideline adherence combinations (e.g., 'PA+ST+sleep') rather than independent screen time effects. Screen time lacks an independent extractable coefficient and is inseparable from the composite. Seven prior decisions correctly identified this bundling issue.",INCLUDE,"U.S. ABCD Study data (N=4,524 children aged 8-11); examines 24-hour movement behaviors including screen time against impulsivity dimensions (behavioral outcome). Reports detailed 95% CIs for associations meeting/not meeting screen time recommendations with all impulsivity measures. Screen component is independently extractable. Satisfies FT-IC1, FT-IC2 (screen → behavior/impulsivity), FT-IC3."
116,10.1016/j.ijheh.2018.09.006,"Radiofrequency electromagnetic fields, screen time, and emotional and behavioural problems in 5-year-old children.","Guxens, MÃ²nica",2019.0,International journal of hygiene and environmental health,1,EXCLUDE,"This paper uses the Amsterdam Born Children and their Development (ABCD) Study from the Netherlands, not the US Adolescent Brain Cognitive Development Study. PDF confirms 'Cross-sectional study including 3102 children aged 5 years from the Amsterdam Born Children and their Development (ABCD) Study, in the Netherlands,' with Abbreviations clarifying 'ABCD, Amsterdam Born Children and their Development study.' The identical acronym creates confusion, but this is the Dutch cohort, not the US ABCD Study.",EXCLUDE,"FT-EC1. Amsterdam Born Children and their Development (ABCD) Study, not the U.S. ABCD Study. Study of 3,102 children aged 5 years from Netherlands. Does not meet FT-IC1 requirement for U.S. ABCD Study."
146,10.1016/j.neuroimage.2018.10.040,Screen media activity and brain structure in youth: Evidence for diverse structural correlation networks from the ABCD study.,"Paulus, Martin P",2019.0,NeuroImage,1,INCLUDE,"Screen media activity predicts cortical brain structure. ""Screen media activity was related to lower cortical thickness...the largest effect was for the superior temporal sulcus (B = -0.029, p < 0.001).""",INCLUDE,"Satisfies FT-IC2. ABCD paper reports screen media activity (video gaming, social media, apps) associations with brain structure measures (cortical thickness, surface area, volume); multiple tables report β coefficients and p-values for screen → brain structure associations."
