row_id,doi,pmid,pmid_lookup_status,abstract_text,abstract_retrieval_status,abstract_word_count,coder,date_coded,notes
1284,10.1037/ccp0000624,33705164,found,"OBJECTIVES: Sexual minority adolescents have previously been found to experience disparities in self-injurious thoughts and behaviors (SITBs) compared to heterosexual adolescents. However, there is a paucity of data on SITBs amongst children. Thus, the aim of the current study is to assess the prevalence of SITBs in a large sample of U.S. children and to test whether rates vary by sexual orientation. METHODS: Data were drawn from the 2.0 baseline release of the Adolescent Brain Cognitive Development (ABCD) study. The full sample included 11,777raw 9-10-year-old children (sexual minority n = 150raw). Children completed a computerized version of the youth Kiddie Schedule for Affective Disorders and Schizophrenia (KSADS-5), including items assessing suicide ideation, suicide attempts, and nonsuicidal self-injury (NSSI). Unadjusted and adjusted models compared the prevalence of outcomes by sexual orientation. Models also compared the co-occurrence of NSSI and suicide ideation by sexual orientation. RESULTS: Across all outcomes, sexual minority children reported elevated prevalence rates compared to heterosexual children, with odds ratios ranging from 4.4 to 6.5. Among children who reported NSSI, a greater proportion of sexual minority versus heterosexual children reported co-occurring suicide ideation (OR = 3.8). CONCLUSIONS: In a large sample of 9-10-year-old U.S. children, sexual orientation disparities emerged across NSSI, suicide ideation, and suicide attempts. Results indicate that sexual minority children are a vulnerable population for SITBs. Inclusion of children in prevention programs is encouraged. (PsycInfo Database Record (c) 2021 APA, all rights reserved).",retrieved,236,AI,2026-03-24,
1285,10.1080/00273171.2020.1868966,33523708,found,"Psychology research frequently involves the study of probabilities and counts. These are typically analyzed using generalized linear models (GLMs), which can produce these quantities via nonlinear transformation of model parameters. Interactions are central within many research applications of these models. To date, typical practice in evaluating interactions for probabilities or counts extends directly from linear approaches, in which evidence of an interaction effect is supported by using the product term coefficient between variables of interest. However, unlike linear models, interaction effects in GLMs describing probabilities and counts are not equal to product terms between predictor variables. Instead, interactions may be functions of the predictors of a model, requiring nontraditional approaches for interpreting these effects accurately. Here, we define interactions as change in a marginal effect of one variable as a function of change in another variable, and describe the use of partial derivatives and discrete differences for quantifying these effects. Using guidelines and simulated examples, we then use these approaches to describe how interaction effects should be estimated and interpreted for GLMs on probability and count scales. We conclude with an example using the Adolescent Brain Cognitive Development Study demonstrating how to correctly evaluate interaction effects in a logistic model.",retrieved,200,AI,2026-03-24,
1286,10.1097/AJP.0000000000000896,33165022,found,"OBJECTIVES: Persistent or recurrent pain is common among adolescents and is associated with poor functioning. The purpose of this study was to determine whether preteens who present with pain, and higher, co-occurring psychological and somatic symptoms (PSS) are at higher risk for persistent pain than other children. MATERIALS AND METHODS: We conducted a secondary analysis of the longitudinal Adolescent Brain and Cognitive Development database (version 2.0.1) that includes 11,863 children aged 9 to 12 years. We differentiated children into baseline Pain/PSS profiles using the Child Behavior Checklist assessments of pain, cognitive-fogginess, somatic symptoms, depression, and anxiety and the Sleep Disorder Survey-Children somnolence subscale. We examined whether Pain/PSS profile predicted 1-year new/persistent pain when controlled for child characteristics and intergenerational mental health factors. RESULTS: Four profiles were differentiated: No Pain/Low PSS, No Pain/High PSS, Pain/Low PSS, Pain/High PSS. Trauma exposure and family symptoms were associated with increased odds of being in the higher PSS groups. Baseline symptom profile predicted 14% of the variance in new/persistent pain at 1-year. Compared with the No Pain/Low PSS group, an increased odds of 1-year new or persistent pain was found in children with No Pain/High PSS (adjusted odds ratio [OR]: 1.44; [95% confidence interval: 1.14, 1.82]), Pain/Low PSS (adjusted OR: 4.69 [4.01, 5.48]) and Pain/High PSS (adjusted OR: 5.48 [4.35, 6.91]). DISCUSSION: Preteen children with higher comorbid Pain/PSS symptomology were at higher risk for new or persistent pain at 1 year when controlled for important child and family characteristics. Findings support the importance of considering co-occurring symptoms when evaluating children with pain.",retrieved,257,AI,2026-03-24,
1287,10.1016/j.neuropharm.2021.108479,33529676,found,"Caffeine, a very widely used and potent neuromodulator, easily crosses the placental barrier, but relatively little is known about the long-term impact of gestational caffeine exposure (GCE) on neurodevelopment. Here, we leverage magnetic resonance imaging (MRI) data, collected from a very large sample of 9157 children, aged 9-10 years, as part of the Adolescent Brain and Cognitive Developmentsm (ABCD ®) study, to investigate brain structural outcomes at 27 major fiber tracts as a function of GCE. Significant relationships between GCE and fractional anisotropy (FA) measures in the inferior fronto-occipito fasciculus and corticospinal tract of the left hemisphere (IFOF-LH; CST-LH) were detected via mixed effects binomial regression. We further investigated the interaction between these fiber tracts, GCE, cognitive measures (working memory, task efficiency), and psychopathology measures (externalization, internalization, somatization, and neurodevelopment). GCE was associated with poorer outcomes on all measures of psychopathology but had negligible effect on cognitive measures. Higher FA values in both fiber tracts were associated with decreased neurodevelopmental problems and improved performance on both cognitive tasks. We also identified a decreased association between FA in the CST-LH and task efficiency in the GCE group. These findings suggest that GCE can lead to future neurodevelopmental complications and that this occurs, in part, through alteration of the microstructure of critical fiber tracts such as the IFOF-LH and CST-LH. These data suggest that current guidelines regarding limiting caffeine intake during pregnancy may require some recalibration.",retrieved,234,AI,2026-03-24,
1288,10.1016/j.dcn.2021.100919,33556882,found,"Childhood experiences play a profound role in conferring risk and resilience for brain and behavioral development. However, how different facets of the environment shape neurodevelopment remains largely unknown. Here we sought to decompose heterogeneous relationships between environmental factors and brain structure in 989 school-aged children from the Adolescent Brain Cognitive Development Study. We applied a cross-modal integration and clustering approach called 'Similarity Network Fusion', which combined two brain morphometrics (i.e., cortical thickness and myelin-surrogate markers), and key environmental factors (i.e., trauma exposure, neighborhood safety, school environment, and family environment) to identify homogeneous subtypes. Depending on the subtyping resolution, results identified two or five subgroups, each characterized by distinct brain structure-environment profiles. Notably, more supportive caregiving and school environments were associated with greater myelination, whereas less supportive caregiving, higher family conflict and psychopathology, and higher perceived neighborhood safety were observed with greater cortical thickness. These subtypes were highly reproducible and predicted externalizing symptoms and overall mental health problems. Our findings support the theory that distinct environmental exposures are differentially associated with alterations in structural neurodevelopment. Delineating more precise associations between risk factors, protective factors, and brain development may inform approaches to enhance risk identification and optimize interventions targeting specific experiences.",retrieved,199,AI,2026-03-24,
1289,10.1038/s41386-020-00952-w,33479512,found,"Childhood is an important time for the manifestation of psychopathology. Psychopathology is characterized by considerable comorbidity which is mirrored in the underlying neural correlates of psychopathology. Both common and dissociable variations in brain volume have been found across multiple mental disorders in adult and youth samples. However, the majority of these studies used samples with broad age ranges which may obscure developmental differences. The current study examines associations between regional gray matter volumes (GMV) and psychopathology in a large sample of children with a narrowly defined age range. We used data from 9607 children 9-10 years of age collected as part of the Adolescent Brain Cognitive DevelopmentSM Study (ABCD Study®). A bifactor model identified a general psychopathology factor that reflects common variance across disorders and specific factors representing internalizing symptoms, ADHD symptoms, and conduct problems. Brain volume was acquired using 3T MRI. After correction for multiple testing, structural equation modeling revealed nearly global inverse associations between regional GMVs and general psychopathology and conduct problems, with associations also found for ADHD symptoms (pfdr-values ≤ 0.048). Age, sex, and race were included as covariates. Sensitivity analyses including total GMV or intracranial volume (ICV) as covariates support this global association, as a large majority of region-specific results became nonsignificant. Sensitivity analyses including income, parental education, and medication use as additional covariates demonstrate largely convergent results. These findings suggest that globally smaller GMVs are a nonspecific risk factor for general psychopathology, and possibly for conduct problems and ADHD as well.",retrieved,246,AI,2026-03-24,
1290,10.1176/appi.ajp.2020.20020120,33472387,found,"OBJECTIVE: Suicide deaths and suicidal thoughts and behaviors are considered a public health emergency, yet their underpinnings in the brain remain elusive. The authors examined the classification accuracy of individual, environmental, and clinical characteristics, as well as multimodal brain imaging correlates, of suicidal thoughts and behaviors in a U.S. population-based sample of school-age children. METHODS: Children ages 9-10 years (N=7,994) from a population-based sample from the Adolescent Brain Cognitive Development study were assessed for lifetime suicidal thoughts and behaviors. After quality control procedures, structural MRI (N=6,238), resting-state functional MRI (N=4,134), and task-based functional MRI (range, N=4,075-4,608) were examined. Differences with Welch's t test and equivalence tests, with observed effect sizes (Cohen's d) and their 90% confidence intervals <|0.15|, were examined. Classification accuracy was examined with area under precision-recall curves (AUPRCs). RESULTS: Among the 7,994 unrelated children (females, N=3,757, 47.0%), those with lifetime suicidal thoughts and behaviors based on child (N=684, 8.6%), caregiver (N=654, 8.2%), and concordant (N=198, 2.5%) reports had higher levels of social adversity and psychopathology, among themselves and their caregivers, compared with never-suicidal children (N=6,854, 85.7%). Only one imaging test survived statistical correction: caregiver-reported suicidal thoughts and behaviors were associated with a thinner left bank of the superior temporal sulcus. On the basis of the prespecified bounds of |0.15|, approximately 48% of the group mean differences for child-reported suicidal thoughts and behaviors comparisons and approximately 22% for caregiver-reported suicidal thoughts and behaviors comparisons were considered equivalent. All observed effect sizes were relatively small (d≤|0.30|), and both non-imaging and imaging correlates had low classification accuracy (AUPRC ≤0.10). CONCLUSIONS: Commonly applied neuroimaging measures did not reveal a discrete brain signature related to suicidal thoughts and behaviors in youths. Improved approaches to the neurobiology of suicide are critically needed.",retrieved,288,AI,2026-03-24,
1291,10.1002/ana.26015,33410532,found,"OBJECTIVE: Approximately 50% of patients with tuberous sclerosis complex develop infantile spasms, a sudden onset epilepsy syndrome associated with poor neurological outcomes. An increased burden of tubers confers an elevated risk of infantile spasms, but it remains unknown whether some tuber locations confer higher risk than others. Here, we test whether tuber location and connectivity are associated with infantile spasms. METHODS: We segmented tubers from 123 children with (n = 74) and without (n = 49) infantile spasms from a prospective observational cohort. We used voxelwise lesion symptom mapping to test for an association between spasms and tuber location. We then used lesion network mapping to test for an association between spasms and connectivity with tuber locations. Finally, we tested the discriminability of identified associations with logistic regression and cross-validation as well as statistical mediation. RESULTS: Tuber locations associated with infantile spasms were heterogenous, and no single location was significantly associated with spasms. However, >95% of tuber locations associated with spasms were functionally connected to the globi pallidi and cerebellar vermis. These connections were specific compared to tubers in patients without spasms. Logistic regression found that globus pallidus connectivity was a stronger predictor of spasms (odds ratio [OR] = 1.96, 95% confidence interval [CI] = 1.10-3.50, p = 0.02) than tuber burden (OR = 1.65, 95% CI = 0.90-3.04, p = 0.11), with a mean receiver operating characteristic area under the curve of 0.73 (±0.1) during repeated cross-validation. INTERPRETATION: Connectivity between tuber locations and the bilateral globi pallidi is associated with infantile spasms. Our findings lend insight into spasm pathophysiology and may identify patients at risk. ANN NEUROL 2021;89:726-739.",retrieved,269,AI,2026-03-24,
1292,10.1038/s41398-020-01192-8,33462190,found,"Attention deficit/hyperactivity disorder is associated with numerous neurocognitive deficits, including poor working memory and difficulty inhibiting undesirable behaviors that cause academic and behavioral problems in children. Prior work has attempted to determine how these differences are instantiated in the structure and function of the brain, but much of that work has been done in small samples, focused on older adolescents or adults, and used statistical approaches that were not robust to model overfitting. The current study used cross-validated elastic net regression to predict a continuous measure of ADHD symptomatology using brain morphometry and activation during tasks of working memory, inhibitory control, and reward processing, with separate models for each MRI measure. The best model using activation during the working memory task to predict ADHD symptomatology had an out-of-sample R2 = 2% and was robust to residualizing the effects of age, sex, race, parental income and education, handedness, pubertal status, and internalizing symptoms from ADHD symptomatology. This model used reduced activation in task positive regions and reduced deactivation in task negative regions to predict ADHD symptomatology. The best model with morphometry alone predicted ADHD symptomatology with an R2 = 1% but this effect dissipated when including covariates. The inhibitory control and reward tasks did not yield generalizable models. In summary, these analyses show, with a large and well-characterized sample, that the brain correlates of ADHD symptomatology are modest in effect size and captured best by brain morphometry and activation during a working memory task.",retrieved,243,AI,2026-03-24,
1293,10.3389/fnbeh.2020.597902,33536880,found,"The novel coronavirus pandemic that emerged in late 2019 (COVID-19) has created challenges not previously experienced in human research. This paper discusses two large-scale NIH-funded multi-site longitudinal studies of adolescents and young adults - the National Consortium on Alcohol and Neurodevelopment in Adolescence (NCANDA) and the Adolescent Brain Cognitive Development (ABCD) Study - and valuable approaches to learn about adaptive processes for conducting developmentally sensitive research with neuroimaging and neurocognitive testing across consortia during a global pandemic. We focus on challenges experienced during the pandemic and modifications that may guide other projects, such as implementing adapted protocols that protect the safety of participants and research staff, and addressing assessment challenges through the use of strategies such as remote and mobile assessments. Given the pandemic's disproportionate impacts on participants typically underrepresented in research, we describe efforts to retain these individuals. The pandemic provides an opportunity to develop adaptive processes that can facilitate future studies' ability to mobilize effectively and rapidly.",retrieved,159,AI,2026-03-24,
1294,10.3390/ijerph18020699,33467473,found,"Research on the importance of the family environment on children's health behaviors is ubiquitous, yet critical gaps in the literature exist. Many studies have focused on one family characteristic and have relied on variable-centered approaches as opposed to person-centered approaches (e.g., latent profile analysis). The purpose of the current study was to use latent profile analysis to identify family typologies characterized by parental acceptance, parental monitoring, and family conflict, and to examine whether such typologies are associated with the number of movement behavior recommendations (i.e., physical activity, screen time, and sleep) met by children. Data for this cross-sectional observational study were part of the baseline data from the Adolescent Brain Cognitive Development (ABCD) study. Data were collected across 21 study sites in the United States. Participants included 10,712 children (female = 5143, males = 5578) aged 9 and 10 years (M = 9.91, SD = 0.62). Results showed that children were meaningfully classified into one of five family typologies. Children from families with high acceptance, medium monitoring, and medium conflict (P2; OR = 0.54; 95% CI, 0.39-0.76); high acceptance, medium monitoring, and high conflict (P3; OR = 0.28; 95% CI, 0.20, 0.40); low acceptance, low monitoring, and medium conflict (P4; OR = 0.24; 95% CI, 0.16, 0.36); and medium acceptance, low monitoring, and high conflict (P5; OR = 0.19; 95% CI, 0.12-0.29) were less likely to meet all three movement behavior recommendations compared to children from families with high acceptance, high monitoring, and low conflict (P1). These findings highlight the importance of the family environment for promoting healthy movement behaviors among children.",retrieved,262,AI,2026-03-24,
1295,10.1017/S0033291720005103,33441214,found,"BACKGROUND: Structural models of psychopathology consistently identify internalizing (INT) and externalizing (EXT) specific factors as well as a superordinate factor that captures their shared variance, the p factor. Questions remain, however, about the meaning of these data-driven dimensions and the interpretability and distinguishability of the larger nomological networks in which they are embedded. METHODS: The sample consisted of 10 645 youth aged 9-10 years participating in the multisite Adolescent Brain and Cognitive Development (ABCD) Study. p, INT, and EXT were modeled using the parent-rated Child Behavior Checklist (CBCL). Patterns of associations were examined with variables drawn from diverse domains including demographics, psychopathology, temperament, family history of substance use and psychopathology, school and family environment, and cognitive ability, using instruments based on youth-, parent-, and teacher-report, and behavioral task performance. RESULTS: p exhibited a broad pattern of statistically significant associations with risk variables across all domains assessed, including temperament, neurocognition, and social adversity. The specific factors exhibited more domain-specific patterns of associations, with INT exhibiting greater fear/distress and EXT exhibiting greater impulsivity. CONCLUSIONS: In this largest study of hierarchical models of psychopathology to date, we found that p, INT, and EXT exhibit well-differentiated nomological networks that are interpretable in terms of neurocognition, impulsivity, fear/distress, and social adversity. These networks were, in contrast, obscured when relying on the a priori Internalizing and Externalizing dimensions of the CBCL scales. Our findings add to the evidence for the validity of p, INT, and EXT as theoretically and empirically meaningful broad psychopathology liabilities.",retrieved,248,AI,2026-03-24,
1296,10.1016/j.alcohol.2021.01.002,33434614,found,"Curiosity and intent to use alcohol in pre-adolescence is a risk factor for later experimentation and use, yet we know little of how curiosity about use develops. Here, we examine factors that may influence curiosity about alcohol use, as it may be an important predictor of later drinking behavior. Cross-sectional data on youth ages 10-11 from the ongoing Adolescent Brain Cognitive Development℠ (ABCD) Study Year 1 follow-up were used (n = 2,334; NDA 2.0.1). All participants were substance-naïve at time of assessment. Group factor analysis identified latent factors across common indicators of risk for early substance use (i.e., psychopathology and trait characteristics; substance use attitudes/behaviors; neurocognition; family and environment). Logistic mixed-effect models tested associations between latent factors of risk for early substance use and curiosity about alcohol use, controlling for demographics and study site. Two multidimensional factors were significantly inversely and positively associated with greater curiosity about alcohol use, respectively: 1) low internalizing and externalizing symptomatology coupled with low impulsivity, perceived neighborhood safety, negative parental history of alcohol use problems, and fewer adverse life experiences and family conflict; and 2) low perceived risk of alcohol use coupled with lack of peer disapproval of use. When assessing all risk factors in an overall regression, lack of perceived harm from trying alcohol once or twice was associated with greater likelihood of alcohol curiosity. Taken together, perceptions that alcohol use causes little harm and having peers with similar beliefs is related to curiosity about alcohol use among substance-naïve 10-11-year-olds. General mental health and environmental risk factors similarly increase the odds of curiosity for alcohol. Identification of multidimensional risk factors for early alcohol use may point to novel prevention and early intervention targets. Future longitudinal investigations in the ABCD cohort will determine the extent to which these factors and curiosity predict alcohol use among youth.",retrieved,301,AI,2026-03-24,
1297,10.1007/s10802-020-00720-w,33404947,found,"It is exciting to watch intersectionality travel from its roots in Black feminist activism and critical legal studies to increasingly more mainstream research domains such as psychology and psychopathology. We commend Mennies et al. (Journal of Abnormal Child Psychology, 2020) for their application of the intersectionality framework to the study of psychopathology and treatment utilization in youth in the ABCD study. We argue, however, that this application falls short of its intersectional promise. We discuss some conceptual and methodological/analytical issues that evidence the focal article's lack of alignment with intersectionality's core tenets, particularly regarding the central role of power and social-structural factors as drivers of inequities across intersectional positions. Specifically, we discuss our concerns with the testing and flattening of intersectionality, the selection and operationalization of intersectional positions, and the use of conventional regression models as quantitative analytical approach. We end by suggesting ways that intersectionality can help reduce the inequities in psychopathology and treatment utilization identified by Mennies et al. (Journal of Abnormal Child Psychology, 2020).",retrieved,167,AI,2026-03-24,
1298,10.1007/s10802-020-00749-x,33403494,found,"A vast array of family processes is linked to child mental development, among which (1) low parental acceptance and (2) high family conflict are known as transdiagnostic risk factors for child internalizing and externalizing psychopathology. In contrast to most prior research adopting cross-sectional or lagged designs, the current study applied fine-grained multilevel modeling to elucidate the complex relationships among parental acceptance, family conflict, and child psychopathology, considering the nesting structure of children within families and longitudinal changes within children. We focused on preadolescents from the two-wave Adolescent Brain Cognitive Development Study (N = 4,953; aged 9-12) and accounted for parental psychopathology and sex differences. Our findings suggest that consistent between-family and between-child differences in parental acceptance play a transdiagnostic role for both child internalizing and externalizing psychopathology, whereas family conflict is only significantly associated with externalizing psychopathology. Additionally, short-term within-family and within-child improvements in parental acceptance and family conflict across one year were associated with decreased externalizing, but not internalizing, psychopathology. These findings support the potential importance and feasibility of targeting these family process factors for child externalizing problems outside of an intensive treatment setting. We further discussed how such findings serve as a foundation for future research on family processes and child internalizing problems. The varying results across different grouping levels highlight the importance of decomposing within- from between-family/child effects in future studies on family processes and child psychopathology.",retrieved,230,AI,2026-03-24,
1299,10.1007/s10802-020-00687-8,32737734,found,"Demographic factors may be associated with youth psychopathology due to social-contextual factors that may also pose barriers to intervention. Further, in line with intersectionality theory, youth with multiple non-dominant identities may be most likely to experience psychopathology and face barriers to care. This study examined rates of parent-reported psychopathology and mental health treatment utilization as a function of several demographic characteristics (in isolation and in concert) in a population-based, demographically diverse sample of 11,875 9- to 10-year-old youth. Results indicated most consistently that lower SES was associated with greater rates of psychopathology and greater likelihood of treatment utilization; that Asian American youth (relative to all other racial groups) and Hispanic/Latinx (relative to non-Hispanic/Latinx) youth were less likely to have a history of psychopathology or to have utilized treatment; and that male youth had greater rates of lifetime Obsessive Compulsive Disorder (OCD) and Oppositional Defiant Disorder (ODD) and were more likely to have utilized treatment. There was more modest support for interactive effects between demographic factors on psychopathology, which are discussed. The present study provides some support for differential rates of parent-reported psychopathology and treatment utilization as a function of demographic identities in youth. Potential explanations for these differences (e.g., cultural differences in symptom presentation; underreporting of symptoms) are discussed.",retrieved,209,AI,2026-03-24,
1300,10.1001/jamapsychiatry.2020.2902,32965490,found,"IMPORTANCE: In light of increasing cannabis use among pregnant women, the US Surgeon General recently issued an advisory against the use of marijuana during pregnancy. OBJECTIVE: To evaluate whether cannabis use during pregnancy is associated with adverse outcomes among offspring. DESIGN, SETTING, AND PARTICIPANTS: In this cross-sectional study, data were obtained from the baseline session of the ongoing longitudinal Adolescent Brain and Cognitive Development Study, which recruited 11 875 children aged 9 to 11 years, as well as a parent or caregiver, from 22 sites across the United States between June 1, 2016, and October 15, 2018. EXPOSURE: Prenatal cannabis exposure prior to and after maternal knowledge of pregnancy. MAIN OUTCOMES AND MEASURES: Symptoms of psychopathology in children (ie, psychotic-like experiences [PLEs] and internalizing, externalizing, attention, thought, and social problems), cognition, sleep, birth weight, gestational age at birth, body mass index, and brain structure (ie, total intracranial volume, white matter volume, and gray matter volume). Covariates included familial (eg, income and familial psychopathology), pregnancy (eg, prenatal exposure to alcohol and tobacco), and child (eg, substance use) variables. RESULTS: Among 11 489 children (5997 boys [52.2%]; mean [SD] age, 9.9 [0.6] years) with nonmissing prenatal cannabis exposure data, 655 (5.7%) were exposed to cannabis prenatally. Relative to no exposure, cannabis exposure only before (413 [3.6%]) and after (242 [2.1%]) maternal knowledge of pregnancy were associated with greater offspring psychopathology characteristics (ie, PLEs and internalizing, externalizing, attention, thought and, social problems), sleep problems, and body mass index, as well as lower cognition and gray matter volume (all |β| > 0.02; all false discovery rate [FDR]-corrected P < .03). Only exposure after knowledge of pregnancy was associated with lower birth weight as well as total intracranial volume and white matter volumes relative to no exposure and exposure only before knowledge (all |β| > 0.02; all FDR-corrected P < .04). When including potentially confounding covariates, exposure after maternal knowledge of pregnancy remained associated with greater PLEs and externalizing, attention, thought, and social problems (all β > 0.02; FDR-corrected P < .02). Exposure only prior to maternal knowledge of pregnancy did not differ from no exposure on any outcomes when considering potentially confounding variables (all |β| < 0.02; FDR-corrected P > .70). CONCLUSIONS AND RELEVANCE: This study suggests that prenatal cannabis exposure and its correlated factors are associated with greater risk for psychopathology during middle childhood. Cannabis use during pregnancy should be discouraged.",retrieved,398,AI,2026-03-24,
1301,10.1016/j.jaac.2020.11.017,33359407,found,"OBJECTIVE: Detentions and suspensions are common practices of school discipline, despite evidence that they are largely ineffective and disproportionately affect children from racial and ethnic minority backgrounds, particularly Black children, and children of lower socioeconomic status. However, few studies have examined suspension and detention rates among race, ethnicity, and family structure (single parent versus secondary caregiver) when controlling for typical behaviors associated with detention and suspension such as externalizing symptoms, age, sex, family income, family education, family conflict, and special education needs. METHOD: Caregivers of 11,875 children between ages 9 and 10 years from the Adolescent Brain Cognitive Development (ABCD) study completed a questionnaire assessing their child's demographics, family information, emotions and behaviors, and past-year school discipline history. Data were analyzed with logistic regression, implemented with a generalized estimating equations model. RESULTS: 5.4% of children received a detention or suspension. Controlling for typical predictors of behaviors, Black and multiracial Black children had up to 3.5 times greater odds of receiving a detention or suspension than White children; there were no disciplinary differences for Hispanic or Asian children compared to White children. Children from single-parent households had 1.4 times the odds of receiving detentions or suspensions than children in homes with a secondary caregiver. CONCLUSION: Disciplinary actions that can impair typical childhood development, lead to academic failure and dropout, and cause significant emotional and psychological distress disproportionately affect Black children, multiracial Black children, and children from single-parent homes. Racism in elementary school discipline can perpetuate disparities in today's educational system.",retrieved,249,AI,2026-03-24,
1302,10.1002/dev.22071,33325561,found,"Hurricane Irma was the most powerful Atlantic hurricane in recorded history, displacing 6 million and killing over 120 people in the state of Florida alone. Unpredictable disasters like Irma are associated with poor cognitive and health outcomes that can disproportionately impact children. This study examined the effects of Hurricane Irma on the hippocampus and memory processes previously related to unpredictable stress. We used an innovative application of an advanced diffusion-weighted imaging technique, restriction spectrum imaging (RSI), to characterize hippocampal microstructure (i.e., cell density) in 9- to 10-year-old children who were exposed to Hurricane Irma relative to a non-exposed control group (i.e., assessed the year before Hurricane Irma). We tested the hypotheses that the experience of Hurricane Irma would be associated with decreases in: (a) hippocampal cellularity (e.g., neurogenesis), based on known associations between unpredictable stress and hippocampal alterations; and (b) hippocampal-related memory function as indexed by delayed recall. We show an association between decreased hippocampal cellularity and delayed recall memory in children who experienced Hurricane Irma relative to those who did not. These findings suggest an important role of RSI for assessing subtle microstructural changes related to functionally significant changes in the developing brain in response to environmental events.",retrieved,199,AI,2026-03-24,
1303,10.1016/j.addbeh.2020.106779,33360278,found,"OBJECTIVES: Preadolescence substance exposure, which increases the risk of regular substance use, has been a public health concern. Although studies found that impulsivity is a predisposing factor of early substance exposure, the pathways through which impulsivity is associated with early substance exposure remain unclear. This study examined how family conflict mediates this association among U.S. preteens as family environment plays an essential role in pre-adolescent development. METHODS: Respondents (N = 11,800, 9-10 years old) from the Adolescent Brain Cognitive Development (ABCD) Study Release 2.01 (July 2019) were included in this study. Generalized structural equation modeling was performed to investigate the mediation effects of family conflict on the associations between childhood impulsivity and early exposure to alcohol and tobacco use, controlling for covariates based on the Problem Behavior Theory. RESULTS: Pre-adolescents with high impulsivity levels (≥90th percentile) were more likely to report early alcohol and tobacco exposure (total effect: ORs = 1.49 and 1.70, respectively), where 4.13% and 12.41% of the associations, respectively, were meditated by family conflict (indirect effect: ORs = 1.02 and 1.07; Sobel test ps = 0.022 and 0.005, respectively). CONCLUSIONS: Family conflict mediates the associations between childhood impulsivity and early substance exposure among preteens, with higher impulsivity leading to more severe family conflicts that are, in turn, associated with a higher likelihood of early substance exposure. To prevent preteens with high impulsivity level from early use of substances, interventions may focus on reducing family conflicts such as parenting counseling that guides parents to strengthen conflict-resolution skills and create a stable home environment for preteens.",retrieved,257,AI,2026-03-24,
1304,10.1093/brain/awaa314,33176359,found,"Depression is a debilitating disorder that often starts manifesting in early childhood and peaks in onset during adolescence. Neurocognitive impairments have emerged as clinically important characteristics of depression, but it remains controversial which domains specifically index pre-existing vulnerability, state-related or trait-related markers. Here, we disentangled these effects by analysing the Adolescent Brain Cognitive Development dataset (n = 4626). Using information of participants' current and past mental disorders, as well as family mental health history, we identified low-risk healthy (n = 2100), high-risk healthy (n = 2023), remitted depressed (n = 401) and currently depressed children (n = 102). Factor analysis of 11 cognitive variables was performed to elucidate latent structure and canonical correlation analyses conducted to probe regional brain volumes reliably associated with the cognitive factors. Bayesian model comparison of various a priori hypotheses differing in how low-risk healthy, high-risk healthy, remitted depressed and currently depressed children performed in various cognitive domains was performed. Factor analysis revealed three domains: language and reasoning, cognitive flexibility and memory recall. Deficits in language and reasoning ability, as well as in volumes of associated regions such as the middle temporal and superior frontal gyrus, represented state- and trait-related markers of depression but not pre-existing vulnerability. In contrast, there was no compelling evidence of impairments in other domains. These findings-although cross-sectional and specific to 9-10-year-old children-might have important clinical implications, suggesting that cognitive dysfunction may not be useful targets of preventive interventions. Depressed patients, even after remission, might also benefit from less commonly used treatments such as cognitive remediation therapy.",retrieved,255,AI,2026-03-24,
1305,10.3390/brainsci10120956,33317053,found,"Introduction: Although the effects of parental education and household income on children's brain development are well established, less is known about possible variation in these effects across diverse racial and ethnic groups. According to the Minorities' Diminished Returns (MDRs) phenomenon, due to structural racism, social stratification, and residential segregation, parental educational attainment and household income show weaker effects for non-White than White children. Purpose: Built on the MDRs framework and conceptualizing race as a social rather than a biological factor, this study explored racial and ethnic variation in the magnitude of the effects of parental education and household income on children's whole-brain cortical surface area. Methods: For this cross-sectional study, we used baseline socioeconomic and structural magnetic resonance imaging (sMRI) data of the Adolescent Brain Cognitive Development (ABCD) study. Our analytical sample was 10,262 American children between ages 9 and 10. The independent variables were parental education and household income. The primary outcome was the children's whole-brain cortical surface area. Age, sex, and family marital status were covariates. Race and ethnicity were the moderators. We used mixed-effects regression models for data analysis as participants were nested within families and study sites. Results: High parental education and household income were associated with larger children's whole-brain cortical surface area. The effects of high parental education and high household income on children's whole-brain cortical surface area were modified by race. Compared to White children, Black children showed a diminished return of high parental education on the whole-brain cortical surface area when compared to White children. Asian American children showed weaker effects of household income on the whole-brain cortical surface area when compared to White children. We could not find differential associations between parental education and household income with the whole-brain cortical surface area, when compared to White children, for non-Hispanic and Hispanic children. Conclusions: The effects of parental educational attainment and household income on children's whole-brain cortical surface area are weaker in non-White than White families. Although parental education and income contribute to children's brain development, these effects are unequal across racial groups.",retrieved,340,AI,2026-03-24,
